station,name,lat,long,elevation,date,snowf
USC00111577,Midway,41.7372,-87.7775,189,1967-01-03,0.2
USC00111577,Midway,41.7372,-87.7775,189,1967-01-04,1.1
USC00111577,Midway,41.7372,-87.7775,189,1967-01-05,0.5
USC00111577,Midway,41.7372,-87.7775,189,1967-01-07,0.2
USC00111577,Midway,41.7372,-87.7775,189,1967-01-08,0.2
USC00111577,Midway,41.7372,-87.7775,189,1967-01-10,0.3
USC00111577,Midway,41.7372,-87.7775,189,1967-01-16,0.4
USC00111577,Midway,41.7372,-87.7775,189,1967-01-26,16.4
USC00111577,Midway,41.7372,-87.7775,189,1967-01-27,6.6
USC00111577,Midway,41.7372,-87.7775,189,1967-01-29,2.9
USC00111577,Midway,41.7372,-87.7775,189,1967-02-01,4
USC00111577,Midway,41.7372,-87.7775,189,1967-02-05,6.7
USC00111577,Midway,41.7372,-87.7775,189,1967-02-06,0.8
USC00111577,Midway,41.7372,-87.7775,189,1967-02-07,0.5
USC00111577,Midway,41.7372,-87.7775,189,1967-02-12,1.7
USC00111577,Midway,41.7372,-87.7775,189,1967-02-15,0.4
USC00111577,Midway,41.7372,-87.7775,189,1967-02-17,0.5
USC00111577,Midway,41.7372,-87.7775,189,1967-02-18,1.2
USC00111577,Midway,41.7372,-87.7775,189,1967-02-22,0.8
USC00111577,Midway,41.7372,-87.7775,189,1967-02-23,5.5
USC00111577,Midway,41.7372,-87.7775,189,1967-02-27,0.4
USC00111577,Midway,41.7372,-87.7775,189,1967-03-04,0.4
USC00111577,Midway,41.7372,-87.7775,189,1967-03-05,0.1
USC00111577,Midway,41.7372,-87.7775,189,1967-03-15,0.9
USC00111577,Midway,41.7372,-87.7775,189,1967-03-16,0.2
USC00111577,Midway,41.7372,-87.7775,189,1967-03-19,2.4
USC00111577,Midway,41.7372,-87.7775,189,1967-03-20,1.7
USC00111577,Midway,41.7372,-87.7775,189,1967-04-23,3.1
USC00111577,Midway,41.7372,-87.7775,189,1967-10-26,1.7
USC00111577,Midway,41.7372,-87.7775,189,1967-10-27,2.7
USC00111577,Midway,41.7372,-87.7775,189,1967-11-05,0.3
USC00111577,Midway,41.7372,-87.7775,189,1967-11-20,0.5
USC00111577,Midway,41.7372,-87.7775,189,1967-11-22,0.4
USC00111577,Midway,41.7372,-87.7775,189,1967-12-25,1.1
USC00111577,Midway,41.7372,-87.7775,189,1967-12-27,0.1
USC00111577,Midway,41.7372,-87.7775,189,1967-12-28,0.1
USC00111577,Midway,41.7372,-87.7775,189,1967-12-31,1.4
USC00111577,Midway,41.7372,-87.7775,189,1968-01-02,2.9
USC00111577,Midway,41.7372,-87.7775,189,1968-01-03,0.6
USC00111577,Midway,41.7372,-87.7775,189,1968-01-06,2.7
USC00111577,Midway,41.7372,-87.7775,189,1968-01-12,0.5
USC00111577,Midway,41.7372,-87.7775,189,1968-01-13,2
USC00111577,Midway,41.7372,-87.7775,189,1968-01-14,2.6
USC00111577,Midway,41.7372,-87.7775,189,1968-01-15,0.1
USC00111577,Midway,41.7372,-87.7775,189,1968-01-23,0.6
USC00111577,Midway,41.7372,-87.7775,189,1968-01-24,0.7
USC00111577,Midway,41.7372,-87.7775,189,1968-02-02,1.6
USC00111577,Midway,41.7372,-87.7775,189,1968-02-06,0.6
USC00111577,Midway,41.7372,-87.7775,189,1968-02-07,0.6
USC00111577,Midway,41.7372,-87.7775,189,1968-02-19,0.4
USC00111577,Midway,41.7372,-87.7775,189,1968-02-26,0.4
USC00111577,Midway,41.7372,-87.7775,189,1968-02-27,1
USC00111577,Midway,41.7372,-87.7775,189,1968-02-28,0.3
USC00111577,Midway,41.7372,-87.7775,189,1968-03-02,0.3
USC00111577,Midway,41.7372,-87.7775,189,1968-03-12,1.1
USC00111577,Midway,41.7372,-87.7775,189,1968-03-21,0.6
USC00111577,Midway,41.7372,-87.7775,189,1968-03-22,0.1
USC00111577,Midway,41.7372,-87.7775,189,1968-03-23,0.4
USC00111577,Midway,41.7372,-87.7775,189,1968-11-18,0.8
USC00111577,Midway,41.7372,-87.7775,189,1968-12-01,2.6
USC00111577,Midway,41.7372,-87.7775,189,1968-12-13,0.4
USC00111577,Midway,41.7372,-87.7775,189,1968-12-19,1
USC00111577,Midway,41.7372,-87.7775,189,1968-12-21,0.5
USC00111577,Midway,41.7372,-87.7775,189,1968-12-22,1.2
USC00111577,Midway,41.7372,-87.7775,189,1968-12-23,0.4
USC00111577,Midway,41.7372,-87.7775,189,1968-12-26,0.1
USC00111577,Midway,41.7372,-87.7775,189,1968-12-28,3.8
USC00111577,Midway,41.7372,-87.7775,189,1968-12-30,1.9
USC00111577,Midway,41.7372,-87.7775,189,1969-01-02,0.1
USC00111577,Midway,41.7372,-87.7775,189,1969-01-05,2.4
USC00111577,Midway,41.7372,-87.7775,189,1969-01-06,2.8
USC00111577,Midway,41.7372,-87.7775,189,1969-01-15,0.5
USC00111577,Midway,41.7372,-87.7775,189,1969-01-24,1
USC00111577,Midway,41.7372,-87.7775,189,1969-02-02,0.3
USC00111577,Midway,41.7372,-87.7775,189,1969-02-06,1.3
USC00111577,Midway,41.7372,-87.7775,189,1969-02-08,0.4
USC00111577,Midway,41.7372,-87.7775,189,1969-02-14,0.8
USC00111577,Midway,41.7372,-87.7775,189,1969-02-22,0.4
USC00111577,Midway,41.7372,-87.7775,189,1969-03-06,0.1
USC00111577,Midway,41.7372,-87.7775,189,1969-03-10,0.3
USC00111577,Midway,41.7372,-87.7775,189,1969-03-24,1.4
USC00111577,Midway,41.7372,-87.7775,189,1969-03-25,3.4
USC00111577,Midway,41.7372,-87.7775,189,1969-03-26,1.5
USC00111577,Midway,41.7372,-87.7775,189,1969-11-13,0.7
USC00111577,Midway,41.7372,-87.7775,189,1969-11-14,0.7
USC00111577,Midway,41.7372,-87.7775,189,1969-11-15,0.3
USC00111577,Midway,41.7372,-87.7775,189,1969-11-18,0.8
USC00111577,Midway,41.7372,-87.7775,189,1969-11-19,1.2
USC00111577,Midway,41.7372,-87.7775,189,1969-11-27,0.1
USC00111577,Midway,41.7372,-87.7775,189,1969-12-07,3.8
USC00111577,Midway,41.7372,-87.7775,189,1969-12-21,0.3
USC00111577,Midway,41.7372,-87.7775,189,1969-12-22,1.7
USC00111577,Midway,41.7372,-87.7775,189,1969-12-23,9.6
USC00111577,Midway,41.7372,-87.7775,189,1969-12-24,2.2
USC00111577,Midway,41.7372,-87.7775,189,1969-12-28,1
USC00111577,Midway,41.7372,-87.7775,189,1969-12-31,1.6
USC00111577,Midway,41.7372,-87.7775,189,1970-01-01,0.5
USC00111577,Midway,41.7372,-87.7775,189,1970-01-02,0.3
USC00111577,Midway,41.7372,-87.7775,189,1970-01-03,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-01-04,0.1
USC00111577,Midway,41.7372,-87.7775,189,1970-01-07,0.1
USC00111577,Midway,41.7372,-87.7775,189,1970-01-08,0.6
USC00111577,Midway,41.7372,-87.7775,189,1970-01-11,0.3
USC00111577,Midway,41.7372,-87.7775,189,1970-01-13,1.2
USC00111577,Midway,41.7372,-87.7775,189,1970-01-14,2.1
USC00111577,Midway,41.7372,-87.7775,189,1970-01-17,4.9
USC00111577,Midway,41.7372,-87.7775,189,1970-01-18,0.4
USC00111577,Midway,41.7372,-87.7775,189,1970-01-19,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-01-20,0.1
USC00111577,Midway,41.7372,-87.7775,189,1970-01-22,1.9
USC00111577,Midway,41.7372,-87.7775,189,1970-01-23,1
USC00111577,Midway,41.7372,-87.7775,189,1970-01-26,0.9
USC00111577,Midway,41.7372,-87.7775,189,1970-01-29,0.4
USC00111577,Midway,41.7372,-87.7775,189,1970-01-30,0.3
USC00111577,Midway,41.7372,-87.7775,189,1970-02-02,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-02-04,0.6
USC00111577,Midway,41.7372,-87.7775,189,1970-02-08,3.1
USC00111577,Midway,41.7372,-87.7775,189,1970-02-09,2.2
USC00111577,Midway,41.7372,-87.7775,189,1970-02-12,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-02-15,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-02-18,2.1
USC00111577,Midway,41.7372,-87.7775,189,1970-02-25,0.4
USC00111577,Midway,41.7372,-87.7775,189,1970-03-09,0.3
USC00111577,Midway,41.7372,-87.7775,189,1970-03-13,0.1
USC00111577,Midway,41.7372,-87.7775,189,1970-03-15,0.9
USC00111577,Midway,41.7372,-87.7775,189,1970-03-17,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-03-18,0.2
USC00111577,Midway,41.7372,-87.7775,189,1970-03-25,5.4
USC00111577,Midway,41.7372,-87.7775,189,1970-03-26,8.9
USC00111577,Midway,41.7372,-87.7775,189,1970-03-28,1.8
USC00111577,Midway,41.7372,-87.7775,189,1970-04-01,8.2
USC00111577,Midway,41.7372,-87.7775,189,1970-04-02,2.5
USC00111577,Midway,41.7372,-87.7775,189,1970-11-14,0.3
USC00111577,Midway,41.7372,-87.7775,189,1970-12-10,0.1
USC00111577,Midway,41.7372,-87.7775,189,1970-12-12,0.4
USC00111577,Midway,41.7372,-87.7775,189,1970-12-13,0.5
USC00111577,Midway,41.7372,-87.7775,189,1970-12-16,1.5
USC00111577,Midway,41.7372,-87.7775,189,1970-12-21,0.3
USC00111577,Midway,41.7372,-87.7775,189,1970-12-22,0.1
USC00111577,Midway,41.7372,-87.7775,189,1970-12-25,1.3
USC00111577,Midway,41.7372,-87.7775,189,1971-01-01,0.4
USC00111577,Midway,41.7372,-87.7775,189,1971-01-03,7.1
USC00111577,Midway,41.7372,-87.7775,189,1971-01-16,0.7
USC00111577,Midway,41.7372,-87.7775,189,1971-01-17,1.2
USC00111577,Midway,41.7372,-87.7775,189,1971-01-26,0.1
USC00111577,Midway,41.7372,-87.7775,189,1971-01-27,0.8
USC00111577,Midway,41.7372,-87.7775,189,1971-01-29,2.5
USC00111577,Midway,41.7372,-87.7775,189,1971-02-03,0.4
USC00111577,Midway,41.7372,-87.7775,189,1971-02-05,0.1
USC00111577,Midway,41.7372,-87.7775,189,1971-02-12,1.7
USC00111577,Midway,41.7372,-87.7775,189,1971-02-13,2.2
USC00111577,Midway,41.7372,-87.7775,189,1971-02-22,0.2
USC00111577,Midway,41.7372,-87.7775,189,1971-02-23,0.4
USC00111577,Midway,41.7372,-87.7775,189,1971-03-03,3.7
USC00111577,Midway,41.7372,-87.7775,189,1971-03-06,1.2
USC00111577,Midway,41.7372,-87.7775,189,1971-03-07,1.4
USC00111577,Midway,41.7372,-87.7775,189,1971-03-09,1.2
USC00111577,Midway,41.7372,-87.7775,189,1971-03-10,1.1
USC00111577,Midway,41.7372,-87.7775,189,1971-03-11,0.8
USC00111577,Midway,41.7372,-87.7775,189,1971-03-15,0.3
USC00111577,Midway,41.7372,-87.7775,189,1971-03-18,4.5
USC00111577,Midway,41.7372,-87.7775,189,1971-03-19,0.6
USC00111577,Midway,41.7372,-87.7775,189,1971-04-02,0.7
USC00111577,Midway,41.7372,-87.7775,189,1971-04-03,0.1
USC00111577,Midway,41.7372,-87.7775,189,1971-11-08,0.1
USC00111577,Midway,41.7372,-87.7775,189,1971-11-09,0.6
USC00111577,Midway,41.7372,-87.7775,189,1971-11-29,0.5
USC00111577,Midway,41.7372,-87.7775,189,1971-12-17,0.3
USC00111577,Midway,41.7372,-87.7775,189,1972-01-03,1.2
USC00111577,Midway,41.7372,-87.7775,189,1972-01-04,1.9
USC00111577,Midway,41.7372,-87.7775,189,1972-01-11,1.1
USC00111577,Midway,41.7372,-87.7775,189,1972-01-13,3.8
USC00111577,Midway,41.7372,-87.7775,189,1972-01-23,1.2
USC00111577,Midway,41.7372,-87.7775,189,1972-01-27,2.2
USC00111577,Midway,41.7372,-87.7775,189,1972-01-28,0.3
USC00111577,Midway,41.7372,-87.7775,189,1972-02-01,0.9
USC00111577,Midway,41.7372,-87.7775,189,1972-02-02,2.3
USC00111577,Midway,41.7372,-87.7775,189,1972-02-03,2.1
USC00111577,Midway,41.7372,-87.7775,189,1972-02-06,0.6
USC00111577,Midway,41.7372,-87.7775,189,1972-02-09,0.1
USC00111577,Midway,41.7372,-87.7775,189,1972-02-10,0.7
USC00111577,Midway,41.7372,-87.7775,189,1972-02-14,0.8
USC00111577,Midway,41.7372,-87.7775,189,1972-02-15,0.3
USC00111577,Midway,41.7372,-87.7775,189,1972-02-17,0.9
USC00111577,Midway,41.7372,-87.7775,189,1972-02-18,0.4
USC00111577,Midway,41.7372,-87.7775,189,1972-02-23,1.8
USC00111577,Midway,41.7372,-87.7775,189,1972-02-25,3.8
USC00111577,Midway,41.7372,-87.7775,189,1972-03-02,0.1
USC00111577,Midway,41.7372,-87.7775,189,1972-03-03,0.1
USC00111577,Midway,41.7372,-87.7775,189,1972-03-04,0.2
USC00111577,Midway,41.7372,-87.7775,189,1972-03-13,2.3
USC00111577,Midway,41.7372,-87.7775,189,1972-03-14,1.2
USC00111577,Midway,41.7372,-87.7775,189,1972-03-16,0.3
USC00111577,Midway,41.7372,-87.7775,189,1972-03-26,3.8
USC00111577,Midway,41.7372,-87.7775,189,1972-03-27,0.5
USC00111577,Midway,41.7372,-87.7775,189,1972-03-29,6.5
USC00111577,Midway,41.7372,-87.7775,189,1972-03-30,0.2
USC00111577,Midway,41.7372,-87.7775,189,1972-03-31,0.4
